epsilon,sample_index,method,posterior_mmd,rmse,true_theta_0,true_theta_1,actual_contamination_fraction,ocsvm_outlier_fraction,mds_gate_passed,mds_lbfgs_evaluations,mds_adapt_and_sample_ms
0.1,43,NPE-OR,0.622126579284668,0.13251562416553497,1.0308375358581543,0.10991067439317703,0.11999999731779099,0.15,,,
0.1,44,NPE,0.5439119338989258,0.18635405600070953,-0.8565986752510071,0.3531729578971863,0.12999999523162842,0.16,,,
0.1,44,NNPE,0.648963987827301,0.12256787717342377,-0.8565986752510071,0.3531729578971863,0.12999999523162842,0.16,,,
0.1,44,NPE-MDS (RF),0.2896917462348938,0.16818606853485107,-0.8565986752510071,0.3531729578971863,0.12999999523162842,0.16,False,3,17.617927980609238
0.1,44,NPE-OR,1.0694389343261719,0.0732043981552124,-0.8565986752510071,0.3531729578971863,0.12999999523162842,0.16,,,
0.1,45,NPE,1.8964710235595703,0.2614324986934662,0.3404518663883209,-1.286728858947754,0.12999999523162842,0.17,,,
0.1,45,NNPE,0.9018806219100952,0.2501812279224396,0.3404518663883209,-1.286728858947754,0.12999999523162842,0.17,,,
0.1,45,NPE-MDS (RF),1.2202547788619995,0.1894349455833435,0.3404518663883209,-1.286728858947754,0.12999999523162842,0.17,False,4,18.662831047549844
0.1,45,NPE-OR,0.339725136756897,0.21162757277488708,0.3404518663883209,-1.286728858947754,0.12999999523162842,0.17,,,
0.1,46,NPE,2.2770817279815674,0.25077933073043823,1.5430396795272827,1.2036744356155396,0.12999999523162842,0.18,,,
0.1,46,NNPE,1.2000035047531128,0.21097978949546814,1.5430396795272827,1.2036744356155396,0.12999999523162842,0.18,,,
0.1,46,NPE-MDS (RF),0.6782556772232056,0.06803379207849503,1.5430396795272827,1.2036744356155396,0.12999999523162842,0.18,False,8,22.388988989405334
0.1,46,NPE-OR,0.31711554527282715,0.11379190534353256,1.5430396795272827,1.2036744356155396,0.12999999523162842,0.18,,,
0.1,47,NPE,2.2141191959381104,0.30236804485321045,-1.423356294631958,0.6214219331741333,0.11999999731779099,0.18,,,
0.1,47,NNPE,1.6103806495666504,0.3851524591445923,-1.423356294631958,0.6214219331741333,0.11999999731779099,0.18,,,
0.1,47,NPE-MDS (RF),0.5666369795799255,0.22904345393180847,-1.423356294631958,0.6214219331741333,0.11999999731779099,0.18,False,7,22.688849014230072
0.1,47,NPE-OR,0.28675925731658936,0.16053178906440735,-1.423356294631958,0.6214219331741333,0.11999999731779099,0.18,,,
0.1,48,NPE,0.5774875283241272,0.09495259076356888,-0.10106422007083893,0.9587892889976501,0.14000000059604645,0.16,,,
0.1,48,NNPE,0.8797552585601807,0.15402796864509583,-0.10106422007083893,0.9587892889976501,0.14000000059604645,0.16,,,
0.1,48,NPE-MDS (RF),0.9962206482887268,0.19324733316898346,-0.10106422007083893,0.9587892889976501,0.14000000059604645,0.16,False,7,22.37217896617949
0.1,48,NPE-OR,0.2540610432624817,0.1011805459856987,-0.10106422007083893,0.9587892889976501,0.14000000059604645,0.16,,,
0.1,49,NPE,0.24940752983093262,0.1642763763666153,0.3347972333431244,-1.0988836288452148,0.019999999552965164,0.05,,,
0.1,49,NNPE,0.5619276165962219,0.15439313650131226,0.3347972333431244,-1.0988836288452148,0.019999999552965164,0.05,,,
0.1,49,NPE-MDS (RF),0.22523748874664307,0.16342377662658691,0.3347972333431244,-1.0988836288452148,0.019999999552965164,0.05,True,0,16.445221030153334
0.1,49,NPE-OR,0.23964393138885498,0.16404592990875244,0.3347972333431244,-1.0988836288452148,0.019999999552965164,0.05,,,
0.1,50,NPE,3.2007179260253906,0.2890756130218506,1.2884423732757568,0.3238936960697174,0.07999999821186066,0.1,,,
0.1,50,NNPE,1.50925874710083,0.23927313089370728,1.2884423732757568,0.3238936960697174,0.07999999821186066,0.1,,,
0.1,50,NPE-MDS (RF),0.781122624874115,0.1368936151266098,1.2884423732757568,0.3238936960697174,0.07999999821186066,0.1,False,9,24.038721923716366
0.1,50,NPE-OR,0.5602673292160034,0.12353880703449249,1.2884423732757568,0.3238936960697174,0.07999999821186066,0.1,,,
0.1,51,NPE,0.6349883675575256,0.11930622160434723,-0.6984418630599976,0.6626145839691162,0.11999999731779099,0.13,,,
0.1,51,NNPE,0.7816022634506226,0.12965339422225952,-0.6984418630599976,0.6626145839691162,0.11999999731779099,0.13,,,
0.1,51,NPE-MDS (RF),0.5210561752319336,0.1140538901090622,-0.6984418630599976,0.6626145839691162,0.11999999731779099,0.13,False,6,21.247011958621442
0.1,51,NPE-OR,0.6602923274040222,0.1239069253206253,-0.6984418630599976,0.6626145839691162,0.11999999731779099,0.13,,,
0.1,52,NPE,1.1433756351470947,0.17604047060012817,1.2768011093139648,0.3734709918498993,0.15000000596046448,0.15,,,
0.1,52,NNPE,0.6132566928863525,0.09869689494371414,1.2768011093139648,0.3734709918498993,0.15000000596046448,0.15,,,
0.1,52,NPE-MDS (RF),0.7894783616065979,0.07354184985160828,1.2768011093139648,0.3734709918498993,0.15000000596046448,0.15,False,7,21.698035998269916
0.1,52,NPE-OR,0.3368415832519531,0.05632402002811432,1.2768011093139648,0.3734709918498993,0.15000000596046448,0.15,,,
0.1,53,NPE,1.798407793045044,0.17078816890716553,-0.32237136363983154,1.3295801877975464,0.07000000029802322,0.11,,,
0.1,53,NNPE,1.2933623790740967,0.17421825230121613,-0.32237136363983154,1.3295801877975464,0.07000000029802322,0.11,,,
0.1,53,NPE-MDS (RF),0.2000972032546997,0.061181023716926575,-0.32237136363983154,1.3295801877975464,0.07000000029802322,0.11,False,6,20.54947998840362
0.1,53,NPE-OR,0.37545520067214966,0.07794144749641418,-0.32237136363983154,1.3295801877975464,0.07000000029802322,0.11,,,
0.1,54,NPE,1.0672919750213623,0.17695453763008118,0.17298585176467896,-0.30106261372566223,0.09000000357627869,0.1,,,
0.1,54,NNPE,0.8554075360298157,0.16092528402805328,0.17298585176467896,-0.30106261372566223,0.09000000357627869,0.1,,,
0.1,54,NPE-MDS (RF),1.2073850631713867,0.18178243935108185,0.17298585176467896,-0.30106261372566223,0.09000000357627869,0.1,False,4,19.692831905558705
0.1,54,NPE-OR,0.17555022239685059,0.062201496213674545,0.17298585176467896,-0.30106261372566223,0.09000000357627869,0.1,,,
0.1,55,NPE,3.553224563598633,0.22799542546272278,0.12321260571479797,1.3439968824386597,0.14000000059604645,0.15,,,
0.1,55,NNPE,2.022132158279419,0.2144910842180252,0.12321260571479797,1.3439968824386597,0.14000000059604645,0.15,,,
0.1,55,NPE-MDS (RF),0.14852255582809448,0.09264138340950012,0.12321260571479797,1.3439968824386597,0.14000000059604645,0.15,False,13,25.316750979982316
0.1,55,NPE-OR,0.12017691135406494,0.03700702264904976,0.12321260571479797,1.3439968824386597,0.14000000059604645,0.15,,,
0.1,56,NPE,1.8826630115509033,0.23918035626411438,-1.1670299768447876,-0.895787239074707,0.12999999523162842,0.2,,,
0.1,56,NNPE,1.261317491531372,0.2813788950443268,-1.1670299768447876,-0.895787239074707,0.12999999523162842,0.2,,,
0.1,56,NPE-MDS (RF),1.5346410274505615,0.08758407086133957,-1.1670299768447876,-0.895787239074707,0.12999999523162842,0.2,False,12,25.854498031549156
0.1,56,NPE-OR,1.581713080406189,0.19327516853809357,-1.1670299768447876,-0.895787239074707,0.12999999523162842,0.2,,,
0.1,57,NPE,1.2473886013031006,0.1677931398153305,0.3803463876247406,0.13303479552268982,0.11999999731779099,0.12,,,
0.1,57,NNPE,1.093172311782837,0.1197265237569809,0.3803463876247406,0.13303479552268982,0.11999999731779099,0.12,,,
0.1,57,NPE-MDS (RF),0.05084586143493652,0.08604427427053452,0.3803463876247406,0.13303479552268982,0.11999999731779099,0.12,False,6,20.90143202804029
0.1,57,NPE-OR,0.3007128834724426,0.07094011455774307,0.3803463876247406,0.13303479552268982,0.11999999731779099,0.12,,,
0.1,58,NPE,1.5665838718414307,0.1326371431350708,-1.8650628328323364,0.9310458898544312,0.07999999821186066,0.17,,,
0.1,58,NNPE,0.7411611676216125,0.1841256022453308,-1.8650628328323364,0.9310458898544312,0.07999999821186066,0.17,,,
0.1,58,NPE-MDS (RF),0.07799011468887329,0.04402533173561096,-1.8650628328323364,0.9310458898544312,0.07999999821186066,0.17,False,6,21.157469949685037
0.1,58,NPE-OR,1.7069331407546997,0.11953103542327881,-1.8650628328323364,0.9310458898544312,0.07999999821186066,0.17,,,
0.1,59,NPE,1.697904348373413,0.08624984323978424,0.21449488401412964,-1.7588493824005127,0.10000000149011612,0.2,,,
0.1,59,NNPE,1.1224324703216553,0.1353638917207718,0.21449488401412964,-1.7588493824005127,0.10000000149011612,0.2,,,
0.1,59,NPE-MDS (RF),0.8046016693115234,0.09357955306768417,0.21449488401412964,-1.7588493824005127,0.10000000149011612,0.2,False,5,20.439428044483066
0.1,59,NPE-OR,1.454401969909668,0.003997305873781443,0.21449488401412964,-1.7588493824005127,0.10000000149011612,0.2,,,
0.1,60,NPE,3.3606553077697754,0.20869141817092896,0.27763810753822327,-0.903311550617218,0.1599999964237213,0.19,,,
0.1,60,NNPE,2.0489604473114014,0.22215184569358826,0.27763810753822327,-0.903311550617218,0.1599999964237213,0.19,,,
0.1,60,NPE-MDS (RF),0.3752041459083557,0.11193516105413437,0.27763810753822327,-0.903311550617218,0.1599999964237213,0.19,False,11,25.03497200086713
0.1,60,NPE-OR,0.20060354471206665,0.13216564059257507,0.27763810753822327,-0.903311550617218,0.1599999964237213,0.19,,,
0.1,61,NPE,2.829282760620117,0.25234127044677734,-1.136643409729004,-1.1983126401901245,0.10999999940395355,0.17,,,
0.1,61,NNPE,1.1875550746917725,0.24958203732967377,-1.136643409729004,-1.1983126401901245,0.10999999940395355,0.17,,,
0.1,61,NPE-MDS (RF),0.15168267488479614,0.027243416756391525,-1.136643409729004,-1.1983126401901245,0.10999999940395355,0.17,False,7,21.627513924613595
0.1,61,NPE-OR,0.6414550542831421,0.13238751888275146,-1.136643409729004,-1.1983126401901245,0.10999999940395355,0.17,,,
0.1,62,NPE,0.5876411199569702,0.21396635472774506,0.5481343269348145,-1.692603588104248,0.07000000029802322,0.1,,,
0.1,62,NNPE,0.709496259689331,0.21293774247169495,0.5481343269348145,-1.692603588104248,0.07000000029802322,0.1,,,
0.1,62,NPE-MDS (RF),0.016062676906585693,0.16235511004924774,0.5481343269348145,-1.692603588104248,0.07000000029802322,0.1,False,8,22.32889796141535
0.1,62,NPE-OR,0.3220592141151428,0.153136745095253,0.5481343269348145,-1.692603588104248,0.07000000029802322,0.1,,,
0.1,63,NPE,1.0368969440460205,0.13678795099258423,-0.1992608904838562,-0.268074095249176,0.07999999821186066,0.09,,,
0.1,63,NNPE,0.8405044078826904,0.1450003683567047,-0.1992608904838562,-0.268074095249176,0.07999999821186066,0.09,,,
0.1,63,NPE-MDS (RF),0.06325852870941162,0.09700557589530945,-0.1992608904838562,-0.268074095249176,0.07999999821186066,0.09,False,7,21.54762204736471
0.1,63,NPE-OR,0.1217082142829895,0.1365361511707306,-0.1992608904838562,-0.268074095249176,0.07999999821186066,0.09,,,
0.1,64,NPE,3.9612321853637695,0.39283475279808044,-3.067934036254883,1.234249234199524,0.11999999731779099,0.5,,,
0.1,64,NNPE,2.067779064178467,1.108794927597046,-3.067934036254883,1.234249234199524,0.11999999731779099,0.5,,,
0.1,64,NPE-MDS (RF),1.0435791015625,0.20651689171791077,-3.067934036254883,1.234249234199524,0.11999999731779099,0.5,False,9,22.838803008198738
0.1,64,NPE-OR,5.527263164520264,0.5785322189331055,-3.067934036254883,1.234249234199524,0.11999999731779099,0.5,,,
0.1,65,NPE,1.4745912551879883,0.2578344941139221,2.4132158756256104,-0.9507100582122803,0.09000000357627869,0.25,,,
0.1,65,NNPE,1.001288890838623,0.24887309968471527,2.4132158756256104,-0.9507100582122803,0.09000000357627869,0.25,,,
0.1,65,NPE-MDS (RF),0.45209765434265137,0.16927313804626465,2.4132158756256104,-0.9507100582122803,0.09000000357627869,0.25,False,4,19.177987007424235
0.1,65,NPE-OR,1.4907150268554688,0.25885123014450073,2.4132158756256104,-0.9507100582122803,0.09000000357627869,0.25,,,
0.1,66,NPE,3.0439577102661133,0.17817099392414093,-0.35118404030799866,-0.5614947080612183,0.15000000596046448,0.16,,,
0.1,66,NNPE,1.714677095413208,0.23122984170913696,-0.35118404030799866,-0.5614947080612183,0.15000000596046448,0.16,,,
0.1,66,NPE-MDS (RF),0.0075522661209106445,0.11540577560663223,-0.35118404030799866,-0.5614947080612183,0.15000000596046448,0.16,False,7,21.87426295131445
0.1,66,NPE-OR,1.2095524072647095,0.1967436820268631,-0.35118404030799866,-0.5614947080612183,0.15000000596046448,0.16,,,
0.1,67,NPE,0.975711464881897,0.13694776594638824,-1.7189832925796509,0.28934410214424133,0.05999999865889549,0.14,,,
0.1,67,NNPE,0.4795440435409546,0.14711827039718628,-1.7189832925796509,0.28934410214424133,0.05999999865889549,0.14,,,
0.1,67,NPE-MDS (RF),0.06118011474609375,0.048770319670438766,-1.7189832925796509,0.28934410214424133,0.05999999865889549,0.14,False,5,20.367853925563395
0.1,67,NPE-OR,3.0323405265808105,0.2602023184299469,-1.7189832925796509,0.28934410214424133,0.05999999865889549,0.14,,,
0.1,68,NPE,1.990675449371338,0.12108273804187775,0.7505937814712524,0.9055503606796265,0.10999999940395355,0.12,,,
0.1,68,NNPE,1.0467032194137573,0.12029904872179031,0.7505937814712524,0.9055503606796265,0.10999999940395355,0.12,,,
0.1,68,NPE-MDS (RF),0.16541683673858643,0.11068478971719742,0.7505937814712524,0.9055503606796265,0.10999999940395355,0.12,False,7,21.785438992083073
0.1,68,NPE-OR,0.5631345510482788,0.08386219292879105,0.7505937814712524,0.9055503606796265,0.10999999940395355,0.12,,,
0.1,69,NPE,0.8162472248077393,0.20973293483257294,-0.4208460748195648,-0.13542440533638,0.07999999821186066,0.08,,,
0.1,69,NNPE,0.6972776651382446,0.19617578387260437,-0.4208460748195648,-0.13542440533638,0.07999999821186066,0.08,,,
0.1,69,NPE-MDS (RF),0.1512492299079895,0.15198254585266113,-0.4208460748195648,-0.13542440533638,0.07999999821186066,0.08,False,6,20.820989040657878
0.1,69,NPE-OR,0.26571959257125854,0.14680370688438416,-0.4208460748195648,-0.13542440533638,0.07999999821186066,0.08,,,
0.1,70,NPE,0.7546652555465698,0.12025141716003418,1.0395692586898804,0.11020990461111069,0.12999999523162842,0.13,,,
0.1,70,NNPE,0.741287112236023,0.13705594837665558,1.0395692586898804,0.11020990461111069,0.12999999523162842,0.13,,,
0.1,70,NPE-MDS (RF),0.8587696552276611,0.1396472007036209,1.0395692586898804,0.11020990461111069,0.12999999523162842,0.13,False,3,19.40325298346579
0.1,70,NPE-OR,0.09785985946655273,0.040058549493551254,1.0395692586898804,0.11020990461111069,0.12999999523162842,0.13,,,
0.1,71,NPE,0.04054677486419678,0.03820699453353882,-0.17437683045864105,0.23965337872505188,0.12999999523162842,0.13,,,
0.1,71,NNPE,0.5759991407394409,0.031223732978105545,-0.17437683045864105,0.23965337872505188,0.12999999523162842,0.13,,,
0.1,71,NPE-MDS (RF),0.11166173219680786,0.018342547118663788,-0.17437683045864105,0.23965337872505188,0.12999999523162842,0.13,False,4,19.364933017641306
0.1,71,NPE-OR,0.22993159294128418,0.032449137419462204,-0.17437683045864105,0.23965337872505188,0.12999999523162842,0.13,,,
0.1,72,NPE,2.097569704055786,0.10609697550535202,0.7396435141563416,-0.5190100073814392,0.05999999865889549,0.07,,,
0.1,72,NNPE,1.0170526504516602,0.08027949184179306,0.7396435141563416,-0.5190100073814392,0.05999999865889549,0.07,,,
0.1,72,NPE-MDS (RF),0.24037957191467285,0.05206108093261719,0.7396435141563416,-0.5190100073814392,0.05999999865889549,0.07,False,9,23.319676984101534
0.1,72,NPE-OR,0.17023015022277832,0.05753471702337265,0.7396435141563416,-0.5190100073814392,0.05999999865889549,0.07,,,
0.1,73,NPE,1.0243408679962158,0.0010757286800071597,-0.09140891581773758,-1.148329257965088,0.05000000074505806,0.07,,,
0.1,73,NNPE,0.8548312187194824,0.0645197257399559,-0.09140891581773758,-1.148329257965088,0.05000000074505806,0.07,,,
0.1,73,NPE-MDS (RF),0.010503232479095459,0.11891242116689682,-0.09140891581773758,-1.148329257965088,0.05000000074505806,0.07,False,9,23.052927921526134
0.1,73,NPE-OR,0.5162118673324585,0.03580543398857117,-0.09140891581773758,-1.148329257965088,0.05000000074505806,0.07,,,
0.1,74,NPE,1.5505869388580322,0.14904196560382843,0.039455994963645935,0.947272777557373,0.05999999865889549,0.08,,,
0.1,74,NNPE,1.1368905305862427,0.16578930616378784,0.039455994963645935,0.947272777557373,0.05999999865889549,0.08,,,
0.1,74,NPE-MDS (RF),0.3080536127090454,0.06948669999837875,0.039455994963645935,0.947272777557373,0.05999999865889549,0.08,False,2,20.27872297912836
0.1,74,NPE-OR,0.37986934185028076,0.05637526512145996,0.039455994963645935,0.947272777557373,0.05999999865889549,0.08,,,
0.1,75,NPE,1.8981328010559082,0.2339019775390625,1.6046282052993774,0.3980465233325958,0.07000000029802322,0.1,,,
0.1,75,NNPE,1.1814627647399902,0.20010535418987274,1.6046282052993774,0.3980465233325958,0.07000000029802322,0.1,,,
0.1,75,NPE-MDS (RF),0.10270071029663086,0.05517914146184921,1.6046282052993774,0.3980465233325958,0.07000000029802322,0.1,False,9,24.207306909374893
0.1,75,NPE-OR,0.7610749006271362,0.09277141839265823,1.6046282052993774,0.3980465233325958,0.07000000029802322,0.1,,,
0.1,76,NPE,1.734659194946289,0.14998172223567963,0.361733615398407,0.488357812166214,0.11999999731779099,0.12,,,
0.1,76,NNPE,0.7515838742256165,0.12140694260597229,0.361733615398407,0.488357812166214,0.11999999731779099,0.12,,,
0.1,76,NPE-MDS (RF),0.05411851406097412,0.030255792662501335,0.361733615398407,0.488357812166214,0.11999999731779099,0.12,False,8,22.34977704938501
0.1,76,NPE-OR,0.17233490943908691,0.028743822127580643,0.361733615398407,0.488357812166214,0.11999999731779099,0.12,,,
0.1,77,NPE,1.9553098678588867,0.14060695469379425,-0.9688392877578735,1.3047685623168945,0.10000000149011612,0.16,,,
0.1,77,NNPE,1.5235753059387207,0.18492984771728516,-0.9688392877578735,1.3047685623168945,0.10000000149011612,0.16,,,
0.1,77,NPE-MDS (RF),1.089860200881958,0.0700402557849884,-0.9688392877578735,1.3047685623168945,0.10000000149011612,0.16,False,9,22.53067202400416
0.1,77,NPE-OR,2.116070032119751,0.14627626538276672,-0.9688392877578735,1.3047685623168945,0.10000000149011612,0.16,,,
0.1,78,NPE,0.9288252592086792,0.1015750989317894,0.10376157611608505,1.6976442337036133,0.07999999821186066,0.1,,,
0.1,78,NNPE,0.9082726240158081,0.10692798346281052,0.10376157611608505,1.6976442337036133,0.07999999821186066,0.1,,,
0.1,78,NPE-MDS (RF),0.47925865650177,0.04735425114631653,0.10376157611608505,1.6976442337036133,0.07999999821186066,0.1,False,5,19.8097659740597
0.1,78,NPE-OR,0.2959229350090027,0.1320779174566269,0.10376157611608505,1.6976442337036133,0.07999999821186066,0.1,,,
0.1,79,NPE,1.0807344913482666,0.1409485936164856,-0.7095642685890198,-0.17088192701339722,0.09000000357627869,0.09,,,
0.1,79,NNPE,1.0648243427276611,0.185570627450943,-0.7095642685890198,-0.17088192701339722,0.09000000357627869,0.09,,,
0.1,79,NPE-MDS (RF),0.10194092988967896,0.042775217443704605,-0.7095642685890198,-0.17088192701339722,0.09000000357627869,0.09,False,6,20.41824604384601
0.1,79,NPE-OR,0.1530139446258545,0.034231036901474,-0.7095642685890198,-0.17088192701339722,0.09000000357627869,0.09,,,
0.1,80,NPE,3.417557716369629,0.27542340755462646,-0.960314154624939,-0.3374353051185608,0.1899999976158142,0.21,,,
0.1,80,NNPE,1.8071370124816895,0.2867189347743988,-0.960314154624939,-0.3374353051185608,0.1899999976158142,0.21,,,
0.1,80,NPE-MDS (RF),0.2707650661468506,0.08316580951213837,-0.960314154624939,-0.3374353051185608,0.1899999976158142,0.21,False,7,21.60887303762138
0.1,80,NPE-OR,0.08069270849227905,0.05215296894311905,-0.960314154624939,-0.3374353051185608,0.1899999976158142,0.21,,,
0.1,81,NPE,3.722506046295166,0.3266400992870331,-2.202907085418701,1.755163550376892,0.10000000149011612,0.33,,,
0.1,81,NNPE,1.724265217781067,0.47220438718795776,-2.202907085418701,1.755163550376892,0.10000000149011612,0.33,,,
0.1,81,NPE-MDS (RF),0.5884897112846375,0.11886759102344513,-2.202907085418701,1.755163550376892,0.10000000149011612,0.33,False,5,20.35517292097211
0.1,81,NPE-OR,4.389309883117676,0.3458847403526306,-2.202907085418701,1.755163550376892,0.10000000149011612,0.33,,,
0.1,82,NPE,2.8937973976135254,0.3310220539569855,-2.906358480453491,-0.020643630996346474,0.10000000149011612,0.37,,,
0.1,82,NNPE,1.844735860824585,0.7329003810882568,-2.906358480453491,-0.020643630996346474,0.10000000149011612,0.37,,,
0.1,82,NPE-MDS (RF),0.2009173035621643,0.12495820969343185,-2.906358480453491,-0.020643630996346474,0.10000000149011612,0.37,False,6,21.30422298796475
0.1,82,NPE-OR,4.004405975341797,0.422804594039917,-2.906358480453491,-0.020643630996346474,0.10000000149011612,0.37,,,
0.1,83,NPE,3.2781355381011963,0.19467002153396606,-1.3271852731704712,-1.8049510717391968,0.07999999821186066,0.23,,,
0.1,83,NNPE,1.9353376626968384,0.32351022958755493,-1.3271852731704712,-1.8049510717391968,0.07999999821186066,0.23,,,
0.1,83,NPE-MDS (RF),0.07647645473480225,0.07252828776836395,-1.3271852731704712,-1.8049510717391968,0.07999999821186066,0.23,False,7,21.649913978762925
0.1,83,NPE-OR,3.0440545082092285,0.17256218194961548,-1.3271852731704712,-1.8049510717391968,0.07999999821186066,0.23,,,
0.1,84,NPE,0.42530113458633423,0.035572513937950134,0.18419933319091797,0.5958288908004761,0.10000000149011612,0.1,,,
0.1,84,NNPE,0.8190551996231079,0.16726791858673096,0.18419933319091797,0.5958288908004761,0.10000000149011612,0.1,,,
0.1,84,NPE-MDS (RF),0.7437242865562439,0.12911532819271088,0.18419933319091797,0.5958288908004761,0.10000000149011612,0.1,False,4,19.343810970894992
0.1,84,NPE-OR,0.02179551124572754,0.06465648859739304,0.18419933319091797,0.5958288908004761,0.10000000149011612,0.1,,,
0.1,85,NPE,0.836883008480072,0.15842530131340027,-0.896904468536377,0.593968391418457,0.10999999940395355,0.12,,,
0.1,85,NNPE,0.8485477566719055,0.17279104888439178,-0.896904468536377,0.593968391418457,0.10999999940395355,0.12,,,
0.1,85,NPE-MDS (RF),0.3649415969848633,0.12275072932243347,-0.896904468536377,0.593968391418457,0.10999999940395355,0.12,False,5,20.04654402844608
0.1,85,NPE-OR,0.4414217472076416,0.13016033172607422,-0.896904468536377,0.593968391418457,0.10999999940395355,0.12,,,
0.1,86,NPE,1.3028267621994019,0.2340967208147049,1.0215950012207031,1.144482135772705,0.07000000029802322,0.09,,,
0.1,86,NNPE,0.6980342268943787,0.17812415957450867,1.0215950012207031,1.144482135772705,0.07000000029802322,0.09,,,
0.1,86,NPE-MDS (RF),0.043498992919921875,0.13466908037662506,1.0215950012207031,1.144482135772705,0.07000000029802322,0.09,False,8,22.690586978569627
0.1,86,NPE-OR,0.34794580936431885,0.17755669355392456,1.0215950012207031,1.144482135772705,0.07000000029802322,0.09,,,
0.1,87,NPE,0.1811363697052002,0.09032102674245834,-0.16161076724529266,-0.3724985122680664,0.05999999865889549,0.07,,,
0.1,87,NNPE,0.551740825176239,0.0781162679195404,-0.16161076724529266,-0.3724985122680664,0.05999999865889549,0.07,,,
0.1,87,NPE-MDS (RF),0.2087000012397766,0.09267543256282806,-0.16161076724529266,-0.3724985122680664,0.05999999865889549,0.07,True,0,16.648645978420973
0.1,87,NPE-OR,0.0526195764541626,0.07745110243558884,-0.16161076724529266,-0.3724985122680664,0.05999999865889549,0.07,,,
0.1,88,NPE,2.255281448364258,0.18892613053321838,0.7138410210609436,-0.6230091452598572,0.05999999865889549,0.08,,,
0.1,88,NNPE,0.5669071674346924,0.10062157362699509,0.7138410210609436,-0.6230091452598572,0.05999999865889549,0.08,,,
0.1,88,NPE-MDS (RF),0.03428405523300171,0.07490942627191544,0.7138410210609436,-0.6230091452598572,0.05999999865889549,0.08,False,4,18.59911798965186
0.1,88,NPE-OR,1.2434725761413574,0.12813876569271088,0.7138410210609436,-0.6230091452598572,0.05999999865889549,0.08,,,
0.1,89,NPE,0.3492237329483032,0.14040344953536987,-0.5367653369903564,0.17407961189746857,0.15000000596046448,0.16,,,
0.1,89,NNPE,0.7754003405570984,0.13440048694610596,-0.5367653369903564,0.17407961189746857,0.15000000596046448,0.16,,,
0.1,89,NPE-MDS (RF),0.594357967376709,0.10814501345157623,-0.5367653369903564,0.17407961189746857,0.15000000596046448,0.16,False,3,18.120992928743362
0.1,89,NPE-OR,0.3117257356643677,0.23906612396240234,-0.5367653369903564,0.17407961189746857,0.15000000596046448,0.16,,,
0.1,90,NPE,2.9950480461120605,0.1859888732433319,-0.7951692938804626,-0.40558692812919617,0.17000000178813934,0.19,,,
0.1,90,NNPE,1.8628484010696411,0.18756882846355438,-0.7951692938804626,-0.40558692812919617,0.17000000178813934,0.19,,,
0.1,90,NPE-MDS (RF),0.14501827955245972,0.13632522523403168,-0.7951692938804626,-0.40558692812919617,0.17000000178813934,0.19,False,8,22.6384149864316
0.1,90,NPE-OR,0.19502604007720947,0.12145506590604782,-0.7951692938804626,-0.40558692812919617,0.17000000178813934,0.19,,,
0.1,91,NPE,2.9315083026885986,0.11167290806770325,-0.8577515482902527,-0.23119021952152252,0.14000000059604645,0.14,,,
0.1,91,NNPE,2.167520046234131,0.19969256222248077,-0.8577515482902527,-0.23119021952152252,0.14000000059604645,0.14,,,
0.1,91,NPE-MDS (RF),0.4470043182373047,0.11705975234508514,-0.8577515482902527,-0.23119021952152252,0.14000000059604645,0.14,False,8,22.00036495923996
0.1,91,NPE-OR,0.009500443935394287,0.11650640517473221,-0.8577515482902527,-0.23119021952152252,0.14000000059604645,0.14,,,
0.1,92,NPE,3.556702136993408,0.3713040351867676,0.580377459526062,-0.8618142604827881,0.15000000596046448,0.18,,,
0.1,92,NNPE,1.0098745822906494,0.1746278703212738,0.580377459526062,-0.8618142604827881,0.15000000596046448,0.18,,,
0.1,92,NPE-MDS (RF),0.8151865005493164,0.1343127340078354,0.580377459526062,-0.8618142604827881,0.15000000596046448,0.18,False,5,20.012512104585767
0.1,92,NPE-OR,0.4506304860115051,0.12072700262069702,0.580377459526062,-0.8618142604827881,0.15000000596046448,0.18,,,
0.1,93,NPE,0.7372184991836548,0.04547645524144173,0.17015263438224792,0.11300153285264969,0.10999999940395355,0.11,,,
0.1,93,NNPE,0.5206790566444397,0.09906210005283356,0.17015263438224792,0.11300153285264969,0.10999999940395355,0.11,,,
0.1,93,NPE-MDS (RF),1.0025362968444824,0.12880805134773254,0.17015263438224792,0.11300153285264969,0.10999999940395355,0.11,False,4,18.888277001678944
0.1,93,NPE-OR,0.022331416606903076,0.09919839352369308,0.17015263438224792,0.11300153285264969,0.10999999940395355,0.11,,,
0.1,94,NPE,2.7174456119537354,0.2641623616218567,1.1430070400238037,0.5048689842224121,0.15000000596046448,0.16,,,
0.1,94,NNPE,1.573155403137207,0.22420845925807953,1.1430070400238037,0.5048689842224121,0.15000000596046448,0.16,,,
0.1,94,NPE-MDS (RF),0.2513390779495239,0.22923316061496735,1.1430070400238037,0.5048689842224121,0.15000000596046448,0.16,False,8,22.848821012303233
0.1,94,NPE-OR,0.6528798341751099,0.13634179532527924,1.1430070400238037,0.5048689842224121,0.15000000596046448,0.16,,,
0.1,95,NPE,2.1395492553710938,0.24327287077903748,-1.5789463520050049,0.7488366961479187,0.12999999523162842,0.19,,,
