epsilon,sample,theta_1,theta_2_log,summary_clean,summary_observed,summary_mds,npe_mean_baseline,npe_mean_mds,rmse_baseline,rmse_mds,gate_passed,lbfgs_evaluations,adapt_ms
0.4,31,0.755759716034,0.425132513046,"[1.8894474506378174, 0.018655117601156235, 0.9790859222412109]","[21.93707847595215, 646.720703125, 0.9999960064888]","[2.39042592048645, 0.02384025603532791, 0.8483105301856995]","[0.0650324821472168, -3.5231997966766357]","[0.9681273102760315, 0.5986681580543518]",2.83429288864,0.193926036358,False,59,150.501577882
0.4,32,0.963084101677,-1.8414375782,"[0.3245968520641327, 0.007402714807540178, 0.9549848437309265]","[20.7272891998291, 666.4638671875, 0.9999958872795105]","[1.6586575508117676, 0.012431751005351543, 0.614219069480896]","[0.0650324821472168, -3.5231997966766357]","[1.8595926761627197, 0.2925182282924652]",1.34811365604,1.636687994,False,26,110.875366954
0.4,33,1.76100611687,-0.31640291214,"[0.7315931916236877, 0.0007525875698775053, 0.6023102402687073]","[20.960582733154297, 656.5738525390625, 0.9999961853027344]","[1.3639683723449707, 0.008843101561069489, 0.5696505904197693]","[0.0650324821472168, -3.5231997966766357]","[2.0315098762512207, 0.1507178246974945]",2.56513857841,0.381689727306,False,39,124.880766962
0.4,34,0.916264414787,-0.594049692154,"[0.749178409576416, 0.009009703993797302, 0.9557992219924927]","[20.958847045898438, 654.8846435546875, 0.9999957084655762]","[1.1309713125228882, 0.05098108947277069, 0.939490556716919]","[0.0650324821472168, -3.5231997966766357]","[0.686316192150116, -1.0522431135177612]",2.15690946579,0.362503379583,False,43,159.053145908
0.4,35,0.469787478447,1.86543107033,"[6.987374782562256, 0.015358448028564453, 0.9773855209350586]","[24.73686981201172, 514.7078247070312, 0.9999915957450867]","[6.2255659103393555, 0.06401146948337555, 0.9603897333145142]","[0.0650324821472168, -3.5231997966766357]","[0.3206660747528076, 1.3851003646850586]",3.82107114792,0.35563659668,False,44,163.898651022
0.4,36,1.1907106638,0.375519990921,"[1.5052490234375, 0.0017971278866752982, 0.823229968547821]","[21.367307662963867, 633.572021484375, 0.9999964237213135]","[1.3922396898269653, 0.013119179755449295, 0.916748046875]","[0.0650324821472168, -3.5231997966766357]","[0.9367098212242126, 0.11131899058818817]",2.86942219734,0.259151101112,False,75,181.071290979
0.4,37,1.38453388214,-0.295213699341,"[0.7636349201202393, 0.0012433509109541774, 0.7475478053092957]","[21.161338806152344, 667.5293579101562, 0.999995768070221]","[1.1713359355926514, 0.011774387210607529, 0.7822936177253723]","[0.0650324821472168, -3.5231997966766357]","[1.2696218490600586, -0.07853677868843079]",2.46586489677,0.173426732421,False,30,122.204259969
0.4,38,1.22229039669,1.36147546768,"[3.9306161403656006, 0.0013681144919246435, 0.781679093837738]","[23.042564392089844, 591.0762939453125, 0.999995768070221]","[2.2830097675323486, 0.1237255409359932, 0.9609793424606323]","[0.0650324821472168, -3.5231997966766357]","[0.45081573724746704, -1.0582767724990845]",3.54959845543,1.79588055611,False,37,129.286134848
0.4,39,1.28180956841,1.17743253708,"[3.2738828659057617, 0.0011121080024167895, 0.7353384494781494]","[22.661720275878906, 606.6478271484375, 0.9999961853027344]","[3.0460333824157715, 0.012391353957355022, 0.7889639139175415]","[0.0650324821472168, -3.5231997966766357]","[1.2057441473007202, 0.9801856279373169]",3.43340134621,0.149486273527,False,69,155.58846388
0.4,40,0.797395467758,-0.598965167999,"[0.8845452666282654, 0.01776689663529396, 0.9789921641349792]","[20.946271896362305, 645.5067138671875, 0.999995231628418]","[1.2953420877456665, 0.016910120844841003, 0.9313748478889465]","[0.0650324821472168, -3.5231997966766357]","[0.8720830678939819, -0.03835354745388031]",2.13160777092,0.399914741516,False,34,124.699027976
0.4,41,0.320232391357,-0.45787024498,"[3.2013394832611084, 0.14297087490558624, 0.997410774230957]","[22.426467895507812, 596.7957763671875, 0.9999938011169434]","[4.236231327056885, 0.008430391550064087, 0.6230552792549133]","[0.0650324821472168, -3.5231997966766357]","[1.8490791320800781, 1.3525569438934326]",2.17501401901,1.67556238174,False,38,124.245867133
0.4,42,0.974156022072,-0.987366914749,"[0.5292460918426514, 0.006330002099275589, 0.9453085064888]","[20.852415084838867, 662.3967895507812, 0.9999960064888]","[0.8854541778564453, 0.054547328501939774, 0.937757670879364]","[0.0650324821472168, -3.5231997966766357]","[0.6879645586013794, -2.149016857147217]",1.90485620499,0.845971703529,False,26,120.608641068
0.4,43,0.371503710747,-1.58665919304,"[2.3743410110473633, 0.13946306705474854, 0.9977156519889832]","[22.204391479492188, 633.322998046875, 0.9999946355819702]","[2.133718490600586, 0.13107985258102417, 0.9708137512207031]","[0.0650324821472168, -3.5231997966766357]","[0.4334178566932678, -1.847589135169983]",1.38638269901,0.189628317952,False,42,134.891601978
0.4,44,1.98343014717,-1.81092190742,"[0.16214628517627716, 0.0008406362612731755, 0.6689743399620056]","[20.7498779296875, 678.56640625, 0.9999968409538269]","[0.9568972587585449, 0.008681142702698708, 0.5643165111541748]","[0.0650324821472168, -3.5231997966766357]","[2.043894052505493, -0.2336612194776535]",1.81826090813,1.11611092091,False,32,134.625873063
0.4,45,0.058616399765,-1.6652970314,"[7.961241245269775, 0.04939938709139824, 0.994186282157898]","[25.453046798706055, 502.2022705078125, 0.9999901652336121]","[8.281777381896973, 0.0029093939810991287, 0.9686806201934814]","[0.0650324821472168, -3.5231997966766357]","[0.41743892431259155, 2.093369960784912]",1.3137434721,2.66986250877,False,54,142.517146189
0.4,46,1.14946389198,1.57625961304,"[4.870185852050781, 0.0014629727229475975, 0.8183556795120239]","[23.564054489135742, 566.950927734375, 0.9999948143959045]","[4.01323127746582, 0.13816867768764496, 0.9671335220336914]","[0.0650324821472168, -3.5231997966766357]","[0.32376915216445923, 0.06293924152851105]",3.68649411201,1.21899759769,False,50,138.109890046
0.4,47,0.392607212067,1.86805081367,"[7.1897735595703125, 0.01958310790359974, 0.9830988645553589]","[25.090957641601562, 523.8355712890625, 0.9999923706054688]","[7.6767425537109375, 0.003748783841729164, 0.9624484777450562]","[0.0650324821472168, -3.5231997966766357]","[0.5333805680274963, 2.0258688926696777]",3.81922030449,0.149538755417,False,56,138.604007894
0.4,48,0.765691876411,1.41302418709,"[4.346948146820068, 0.00889146514236927, 0.9580507278442383]","[23.24335479736328, 578.8397216796875, 0.9999954700469971]","[4.8029069900512695, 0.003955883905291557, 0.6686436533927917]","[0.0650324821472168, -3.5231997966766357]","[1.6913743019104004, 1.534225344657898]",3.5254240036,0.660143017769,False,37,115.844835062
0.4,49,0.854231357574,-0.701244354248,"[0.7606212496757507, 0.012434451840817928, 0.9699401259422302]","[21.190793991088867, 669.9614868164062, 0.9999957084655762]","[1.1271781921386719, 0.05153583735227585, 0.9445569515228271]","[0.0650324821472168, -3.5231997966766357]","[0.6769248247146606, -1.0818949937820435]",2.07198786736,0.296928048134,False,40,131.556265987
