epsilon,outlier_y,mds_summary,posterior_kl,kl_over_epsilon
0.01,-15.5,-1.08036871826e-08,5.82142926386e-15,5.82142926386e-13
0.01,-15.4,-1.08036871826e-08,5.82142926386e-15,5.82142926386e-13
0.01,-15.3,-1.08036871826e-08,5.82142926386e-15,5.82142926386e-13
0.01,-15.2,-1.08036871826e-08,5.82142926386e-15,5.82142926386e-13
0.01,-15.1,-1.08036871826e-08,5.82142926386e-15,5.82142926386e-13
0.01,-15,-1.08036871826e-08,5.82142926386e-15,5.82142926386e-13
0.01,-14.9,-1.08036871826e-08,5.82142926386e-15,5.82142926386e-13
0.01,-14.8,-1.08036871826e-08,5.82142926386e-15,5.82142926386e-13
0.01,-14.7,-1.08036871826e-08,5.82142926386e-15,5.82142926386e-13
0.01,-14.6,-1.08036871826e-08,5.82142926386e-15,5.82142926386e-13
0.01,-14.5,-1.08036871826e-08,5.82142926386e-15,5.82142926386e-13
0.01,-14.4,-1.08036871826e-08,5.82142926386e-15,5.82142926386e-13
0.01,-14.3,-1.08036871826e-08,5.82142926386e-15,5.82142926386e-13
0.01,-14.2,-1.08036871826e-08,5.82142926386e-15,5.82142926386e-13
0.01,-14.1,-1.08036871826e-08,5.82142926386e-15,5.82142926386e-13
0.01,-14,-1.08036871826e-08,5.82142926386e-15,5.82142926386e-13
0.01,-13.9,-1.08036871826e-08,5.82142926386e-15,5.82142926386e-13
0.01,-13.8,-1.08036871826e-08,5.82142926386e-15,5.82142926386e-13
0.01,-13.7,-1.08036871826e-08,5.82142926386e-15,5.82142926386e-13
0.01,-13.6,-1.08036871826e-08,5.82142926386e-15,5.82142926386e-13
0.01,-13.5,-1.08036871826e-08,5.82142926386e-15,5.82142926386e-13
0.01,-13.4,-1.08036871826e-08,5.82142926386e-15,5.82142926386e-13
0.01,-13.3,-1.08036871826e-08,5.82142926386e-15,5.82142926386e-13
0.01,-13.2,-1.08036871826e-08,5.82142926386e-15,5.82142926386e-13
0.01,-13.1,-1.08036871826e-08,5.82142926386e-15,5.82142926386e-13
0.01,-13,-1.08036871826e-08,5.82142926386e-15,5.82142926386e-13
0.01,-12.9,-1.08036871826e-08,5.82142926386e-15,5.82142926386e-13
0.01,-12.8,-1.08036871826e-08,5.82142926386e-15,5.82142926386e-13
0.01,-12.7,-1.08036871826e-08,5.82142926386e-15,5.82142926386e-13
